"LS" "MD" "MAD" "MAN" "MPEL" "MPEC" "DAD" "DC" "DAN" "DPEL" "DPEC" "ADC" "ADAN" "ADPEL" "ADPEC" "PECPEL" "PECAN" "PECC" "PELAN" "PELC" "ANC" "LPRO" "DO" "LPOO" "LTET" "HTET" "LMAX" "LAD" "LD" "HD" "LC" "LAN" "HAN" "LPELG" "LPECG" "HPED" "ETET"
181.15 86.95 146.61 134.48 101.99 50.73 61.56 98.43 60.42 40.44 51.51 36.8 30.63 55.9 105.22 56.34 87.37 134.21 32.36 80.79 48.64 13.98 11.49 27.17 52 29.26 29.46 18.77 23 29.41 32.45 16.9 27.2 29.27 33.8 20.91 18.64
158.33 73.27 125.33 115.06 90.1 48.64 51.05 85.47 51.73 36.16 43.19 33.99 26.17 46.63 86.5 44.3 72.25 118.34 26.82 72.22 45.86 12.31 10.73 24.41 46.88 26.42 26.34 12.92 19.74 22.99 29.64 14.09 23.47 23.28 30.31 18 16.29
166.33 78.49 132.25 122.38 93.56 44.84 54.41 88.74 53.08 36.21 50.08 35.69 26.91 49.03 96.71 52.13 82.82 128.08 32.51 76.52 45.83 12.22 9.87 23.88 46.48 25.58 23.77 18.23 22.06 27.9 28.69 15.48 24.63 25.13 29.78 18.92 14.89
99.86 46.35 80.48 72.09 53.72 28.48 34.89 55.74 33.65 22.65 29.68 21.17 18.35 32.43 56.28 25.74 45.36 74.22 19.01 47.85 28.96 6.19 6.88 13.64 25.34 15.52 12.39 8.46 13.64 17.45 20.01 9.06 14.2 15.58 20.78 10.45 9.57
135.76 60.83 109.03 100.5 73.71 35.09 48.81 77.5 47.72 32.23 41.32 28.94 25.14 44.26 82.85 42.89 69.85 107.39 27.46 66.26 38.76 7.68 8.84 19.57 35.5 21.14 18.24 11.37 18.74 21.55 26.65 12.43 19.34 20.96 27.24 14.11 12.84
167.25 75.31 131.7 120.99 90.58 45.03 57.6 94.81 56.79 36.42 45.84 39.23 30.62 51.17 93.63 48.18 79.87 125.75 30.29 78.15 48.45 12.79 9.74 25.79 46.75 26.39 24.35 13.94 24.34 26.34 28.29 17.1 21.55 25.34 31.27 22.66 16.13
156.72 70.34 123.34 111.17 82.15 37.96 54.93 89.9 51.59 36.45 46.46 35.89 29.26 51.63 92.4 46.67 75.87 123.98 29.72 78.55 50.18 9.29 10.12 22.14 39.45 23.53 19.96 13.01 20.98 23.09 30.23 15.75 22.42 22.01 30.01 16.59 14.53
162.49 74.66 130.78 119.02 89.84 42.69 55.22 87.58 52.25 31.92 44.18 31.99 26.45 48.37 92.26 47.86 78.15 122.28 29.91 75.83 46 11.2 9.46 22.9 43.48 24.52 22.44 14.86 21.09 24.45 25.01 15.47 22.25 21.95 29.92 17.96 15.08
165.39 76.05 133.5 120.47 89.69 42.82 59 92.92 54.98 36.48 48.15 34.93 30.66 54.09 99.36 49.03 80.69 128.2 31.67 79.53 48.45 10.48 11.62 22.87 43.26 26.49 21.93 13.15 22.83 25.79 30.86 17.55 26.54 25.3 33.91 17.4 16.63
129.1 56.43 102.53 91.34 66.62 31.42 47.86 75.48 44.49 30.18 36.28 28.37 25.11 44.48 75.86 35.34 61.68 99.65 26.4 65.79 39.58 8.17 7.61 17.36 31.89 19.04 16.67 9.87 18.22 20.99 25.55 13.36 19.5 19.43 26.41 14.43 12.54
146.88 67.48 119.37 107.17 81.75 36.32 52.63 83.39 50.87 37.58 41.85 31.54 28.16 49.66 87.48 45.92 72.08 113.72 28.19 70.39 42.59 9.34 9.86 21.03 38.41 23.04 19.6 13.19 20.93 23.64 26.08 14.27 21.16 22.79 28.97 16.54 14.48
152.02 70.17 122.77 112.16 83.14 39.7 53.79 NA 52.28 NA 43.69 31.5 27.35 NA 89.41 45.16 NA NA 30.64 NA 43.44 9.98 10.41 22.95 40.99 NA 20.17 11.95 20.16 25.07 25.77 13.11 22.37 20.76 27.24 NA 11.06
124.24 54.92 100.74 93.48 70.67 32.82 45.93 NA 44.42 NA 36.87 25.68 22.8 NA 75.79 40.22 NA NA 25.32 NA 36.07 7.69 8.2 16.76 32.11 NA 15.13 9.16 16.39 20.42 20.79 13.04 19.25 16.58 22.72 NA 8.35
139.32 63.81 112.4 102.29 75.08 37.18 49.51 NA 48.31 NA 41.66 29.59 23.7 NA 83.29 40.93 NA NA 28.92 NA 39.01 8.1 8.38 17.97 34.98 NA 16.4 10.51 17.82 24.02 23.47 13.63 20.54 19.66 23.76 NA 9.42
135.32 62.64 108.61 99.36 74.25 35.69 48.4 NA 44.9 NA 38.46 27.01 24.61 NA 78.73 39.8 NA NA 26.5 NA 40.47 8.66 8.67 19.32 35.36 NA 17.52 9.9 17.83 22.61 22.62 14.24 21.78 18.22 25.13 NA 9.6
125.44 54.96 100.59 93.69 67.18 33.94 46.77 NA 45.59 NA 36.23 26.09 21.88 NA 74.89 36.81 NA NA 27.21 NA 35.7 7.5 7.37 17.69 31.57 NA 14.38 9.16 17.18 20.97 18.7 11.35 16.98 15.99 22.04 NA 8.33
121.3 53.24 97.01 88.78 63.79 29.1 44.57 NA 42.86 NA 33.89 25.75 21.76 NA 72.99 35.89 NA NA 26.73 NA 35.64 7.09 6.93 17.44 30.36 NA 14.43 7.9 16.04 19.3 21.35 12.1 17.2 16.44 21.94 NA 8.3
116.8 54.8 92.49 85.97 63.53 32.39 38.86 NA 38.67 NA 34.33 24.34 20.29 NA 67.06 32.68 NA NA 25.41 NA 33.95 6.53 7.13 16.03 29.22 NA 13.66 9.44 14.19 17.39 19.58 11.32 17.74 17.28 21.67 NA 7.8
109.1 48.73 85.37 80.78 58.68 27.04 37.64 NA 37.59 NA 31.02 24.09 19.19 NA 63.79 32.47 NA NA 24.29 NA 31.27 6.09 7.62 14.23 27.53 NA 12.18 9.04 14.1 18.28 17.5 10.75 14.96 15.47 20.56 NA 7.15
99.36 44.68 78.23 71.6 52.04 24.36 24.19 NA 34.32 NA 28.67 21.3 17.32 NA 57.4 28.97 NA NA 19.59 NA 30.56 5.81 6.92 13.29 24.98 NA 11.57 8.16 12.58 14.72 16.25 9.73 15.58 14.49 19.34 NA 6.71
103.88 46.23 81.2 75.03 56.52 26.54 35.6 NA 35.18 NA 29.96 23.64 18.89 NA 59.73 31.52 NA NA 19.91 NA 32.14 6.32 6.72 14.1 26.54 NA 12.26 8.81 15.21 17.86 17.72 10.24 14.34 13.79 19.3 NA 7.47
